Cell Type;clust_basic;Gene;Subclust_name;Clust_num;Subcluster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;FCGR3A;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;SH2D1B;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;FGFBP2;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;HCST;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;PLAC8;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;WIPF1;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;GZMH;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;SH2D2A;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;APMAP;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;CHST12;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;IGKC;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;IGHA1;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;HERPUD1;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;JCHAIN;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;HSPA1B;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;SSR4;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;MZB1;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;HSPA1A;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;CYBA;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;IGHG1;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;FKBP11;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;CD79A;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;CYTOR;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;SEC11C;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;GNG7;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;IGLC2;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;DERL3;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;IGHG3;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;CYTIP;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;CXCR4;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;PIM2;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;MALAT1;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;DNAJB1;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;HSP90AA1;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;LY9;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;NSD3;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;CD27;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;FNBP1;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;TMEM156;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plasma cells;Cluster 1;ANKRD28;Plasma;1;1-Plasma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;CALD1;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;TFPI;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;RGS5;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;PDGFRB;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;PLPP3;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;EDNRB;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;SELENOM;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;PLIN2;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;IFITM3;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;ZFP36L1;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;CNN3;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;KCNE4;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;CPE;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;EDNRA;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;MGP;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;BNIP3L;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;SMIM3;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;COL4A1;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;COL6A2;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;IGFBP7;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;NDUFA4L2;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;PRKAR1A;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;HIPK2;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;COL4A2;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;PTGES;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;ZNF503;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;ADAMTS4;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;IFITM1;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;C1R;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 1;EPAS1;Pericytes;1;1-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;ADIRF;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;RGS5;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;TAGLN;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;MT1A;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;CALD1;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;MT1M;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;MYL9;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;RGS16;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;MGP;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;IGFBP7;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;TPM2;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;CCL2;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;TIMP3;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;TPM1;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;PHLDA1;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;GADD45B;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;MT2A;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;LHFPL6;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;TCIM;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;SOCS3;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;GEM;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;SPARC;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;PLPP3;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;MFGE8;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;IL6;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;CRISPLD2;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;ACTA2;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;ADAMTS1;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;PRRX1;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericytes;Cluster 2;TINAGL1;Pericytes;2;2-Pericytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;RNASE1;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;FTL;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;CTSB;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;FCER1G;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;C1QC;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;CTSL;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;TYROBP;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;C1QB;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;CD68;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;CD163;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;FTH1;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;MS4A7;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;TGFBI;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;SRGN;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;PLD3;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;S100A9;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;C1QA;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;TYMP;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;MMP9;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;C15orf48;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;LILRB4;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;GLUL;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;EMP3;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;ABCA1;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;SPI1;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;MAFB;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;CTSZ;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;HLA-DRA;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;CXCL8;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 1;PSAP;Macrophages;1;1-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;HSPA1A;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;HSPH1;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;CXCL8;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;HLA-DRA;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;HSPA1B;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;FCGR2A;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;EMP3;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;HSPB1;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;HSPA6;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;TYROBP;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;DNAJB1;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;CD83;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;HSP90AA1;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;GPR183;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;CCL3;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;CCL4;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;HLA-DRB1;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;CTSZ;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;CXCL2;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;PLEK;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;RNASE1;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;GADD45B;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;MS4A6A;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;AIF1;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
