Cell Type;clust_basic;Gene;Subclust_name;Clust_num;Subcluster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;CLIC4;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;CALCRL;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;CD200;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;SPARC;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;SPRY1;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;WWTR1;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;DSTN;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;IGFBP7;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;GNG11;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;APP;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;ANGPT2;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;RHOC;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;MYLK;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;C1orf21;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;TM4SF1;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;SPARCL1;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;ESAM;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;PLVAP;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;SPARC;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;RCAN1;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;IFI27;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;COL15A1;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;TCF4;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;ADGRL4;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;IGFBP7;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;ECSCR;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;EMCN;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;DEPP1;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;ZNF385D;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;ENG;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;PRSS23;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;UPP1;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;RHOC;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;SERPINE1;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;PDLIM1;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;PECAM1;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;PNP;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;MGST2;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;ACTN1;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;GNG11;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;TMEM173;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;CD9;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;WWTR1;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 2;MRPL33;Vasc. Endo.;2;2-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;ICAM1;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;SOCS3;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;TM4SF1;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;RND1;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;SPARCL1;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;AQP1;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;ACKR1;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;IFI27;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;LMCD1;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;ID3;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;GNG11;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;ADIRF;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;SELE;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;GADD45B;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;NEDD9;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;RGS16;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;BCAM;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;CCL14;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;HSPA1B;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;CLU;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;PDLIM1;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;IFITM3;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;PECAM1;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;HSPA1A;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;VIM;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;EMCN;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;ZFP36;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;PLVAP;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;TSPAN7;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 3;CD34;Vasc. Endo.;3;3-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;CXCL8;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;SAT1;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;C15orf48;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;SERPINB9;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;CCR7;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;HLA-DRA;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;SLC7A11;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;CCL22;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;REL;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;IL4I1;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;MALAT1;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;CD83;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;GPR183;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;HLA-DRB1;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;TYROBP;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;SRGN;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;KYNU;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;SAMSN1;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;CSF2RA;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;HLA-DQA1;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;HLA-DPB1;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;LAMP3;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;CD74;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;SERPINB1;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;CXCL16;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;INHBA;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;ID2;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;G0S2;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;MYO1G;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 1;IDO1;Mono. Der. Dendritic;1;1-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;CCR7;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;LAMP3;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;CCL22;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;SAT1;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;IL4I1;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;BIRC3;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;LSP1;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;C15orf48;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;TYROBP;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;IDO1;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;HLA-DRA;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;HLA-DPA1;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;CD74;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;HLA-DPB1;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;CD83;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;SERPINB1;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;CST7;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;HLA-DRB1;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;HLA-DQA1;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;TXN;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;REL;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;HLA-DQB1;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;ARRB2;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;SYNGR2;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived dendritic cells;Cluster 2;CSF2RA;Mono. Der. Dendritic;2;2-Mono. Der. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
